record_id,ArticleTitle,Contributor,Source,PublicationYear,Summary,Identifier
scholar_00270,Text Classification: A Generative Approach,Michael Brown; Tom Dubois; Alex Thompson,VLDB,2006,We present a novel approach for text classification: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1270/vldb.2006.00270
scholar_00012,Data Cleaning: From Theory to Practice,Sven Chen,ACL,2012,"In this paper, we propose data cleaning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1012/acl.2012.00012
scholar_00410,A Generative Framework for Stream Processing,Alex Thompson; Tom Dubois; Michael Brown,WSDM,2002,We present a novel approach for a generative framework for stream processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1410/wsdm.2002.00410
scholar_00094,Data Integration: Challenges and Opportunities,Wei Silva; David Nakamura; Ahmed Wilson,ACM Symposium on Principles of Database Systems,2022,This work addresses the problem of data integration: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1094/pods.2022.00094
scholar_00264,Data Fusion in the Wild,Kenji Johnson,VLDBJ,2000,This work addresses the problem of data fusion in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1264/vldbj.2000.00264
scholar_00205,Collaborative Filtering with Context-Aware Constraints,Emma Kim; Alex Thompson,IS,2013,We introduce a new method for collaborative filtering with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1205/is.2013.00205
scholar_00307,Improving Entity Resolution with Semi-Supervised Models,Maria Harris; Wei Silva; Anna Lee; David Nakamura,SIAM Int. Conf. on Data Mining,2019,We present a novel approach for improving entity resolution with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1307/sdm.2019.00307
scholar_00286,Time Series Forecasting for Heterogeneous Sources,Robert Rossi; Sven Chen; Yuki Müller,Int. Joint Conf. on Artificial Intelligence,2022,This work addresses the problem of time series forecasting for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1286/ijcai.2022.00286
scholar_00322,Improving Graph Neural Networks with Parallel Models,Ahmed Wilson; Peng White; Yuki Müller,ACM Transactions on Database Systems,2010,We study the problem of improving graph neural networks with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1322/tods.2010.00322
scholar_00398,Joint Causal Inference: A Survey,Pedro Thomas; Jin Martinez; Marco Petrov,NeurIPS,2014,We introduce a new method for joint causal inference: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1398/neurips.2014.00398
scholar_00361,Schema Matching for Financial Transactions,Anna Lee; Ahmed Wilson,ACM SIGMOD Int. Conf. Management of Data,2001,"In this paper, we propose schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1361/sigmod.2001.00361
scholar_00301,Self-Supervised Learning for Financial Transactions,Grace Jackson; Ahmed Wilson,ACM SIGMOD Int. Conf. Management of Data,2013,We present a novel approach for self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1301/sigmod.2013.00301
scholar_00134,Data Integration Over IoT Sensor Data,Wei Silva; David Nakamura; Ahmed Wilson,North American Chapter of the ACL,2014,We introduce a new method for data integration over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1134/naacl.2014.00134
scholar_00081,Schema Matching via Financial Transactions,Anna Lee; Ahmed Wilson,TKDE,2009,We present a novel approach for schema matching via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1081/tkde.2009.00081
scholar_00142,Improving Data Augmentation with Parallel Models,Eric Ferreira; Peng White; Reza Yamamoto,ACM Transactions on Database Systems,2022,We introduce a new method for improving data augmentation with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1142/tods.2022.00142
scholar_00211,Truth Discovery for Social Networks,Ines Okonkwo; Eric Ferreira; Nadia Johansson; Peng White,ACM SIGMOD Int. Conf. Management of Data,2019,We introduce a new method for truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1211/sigmod.2019.00211
scholar_00485,A Context-Aware Framework for Collaborative Filtering,Emma Kim; Alex Thompson,IEEE Int. Conf. on Data Mining,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1485/icdm.2005.00485
scholar_00317,Towards Hybrid Column Stores,Olga O'Brien; Marco Petrov,CIKM,2005,"In this paper, we propose towards hybrid column stores. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1317/cikm.2005.00317
scholar_00409,Scalable Indexing: Challenges and Opportunities,Sophie Cohen; Robert Rossi,Int. World Wide Web Conference,2001,This work addresses the problem of scalable indexing: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1409/www.2001.00409
scholar_00186,Data Profiling via Heterogeneous Sources,Reza Yamamoto; Sven Chen; Pedro Thomas,KDD,2018,This work addresses the problem of data profiling via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1186/kdd.2018.00186
scholar_00482,Towards Parallel Graph Neural Networks,Ahmed Wilson; Peng White; Yuki Müller,ICDE,2002,We study the problem of towards parallel graph neural networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1482/icde.2002.00482
scholar_00280,Query Processing with Scalable Constraints,James Smith,ICLR,2016,We study the problem of query processing with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1280/iclr.2016.00280
scholar_00376,Named Entity Recognition for Spatial Data,Chen Deng,Int. Joint Conf. on Artificial Intelligence,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1376/ijcai.2016.00376
scholar_00357,Column Stores: From Theory to Practice,Olga O'Brien; Marco Petrov,Artificial Intelligence,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1357/aij.2021.00357
scholar_00316,Bloom Filters for Spatial Data,Jin Martinez,Int. Joint Conf. on Artificial Intelligence,2005,We introduce a new method for bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1316/ijcai.2004.00316
scholar_00383,Efficient LSH Hashing: A Survey,Rachel Wang; Yuki Müller; Laura Garcia; Sven Chen,ACM Transactions on Knowledge Discovery from Data,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1383/tkdd.2023.00383
scholar_00187,Improving Entity Resolution with Semi-Supervised Models,Maria Harris; Wei Silva; Anna Lee; David Nakamura,SIAM Int. Conf. on Data Mining,2019,We present a novel approach for improving entity resolution with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1187/sdm.2019.00187
scholar_00370,Stream Processing with Generative Constraints,Alex Thompson; Tom Dubois; Michael Brown,Int. Conf. on Learning Representations,2010,We present a novel approach for stream processing with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1370/iclr.2010.00370
scholar_00077,Towards Hybrid Column Stores,Olga O'Brien; Marco Petrov,CIKM,2005,"In this paper, we propose towards hybrid column stores. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1077/cikm.2005.00077
scholar_00117,Column Stores: Frmo Theory to Practice,Olga O'Brien; Marco Petrov,Artificial Intelligence,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1117/aij.2021.00117
scholar_00356,Robust Bloom Filters for Spatial Data,Jin Martinez,JMLR,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1356/jmlr.2020.00356
scholar_00097,Improving Sentiment Analysis with Hybrid Models,Julia Hernandez; Marco Petrov,SDM,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1097/sdm.2001.00097
scholar_00293,Discriminative Data Wrangling: A Survey,Natasha Zhang; Reza Yamamoto,ACM Transactions on Knowledge Discovery from Data,2005,We present a novel approach for discriminative data wrangling: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1293/tkdd.2005.00293
scholar_00391,Dense Retrieval for Social Networks,Alice Kovacs; Eric Ferreira; Natasha Zhang; Peng White,SIGMOD,2007,We present a novel approach for dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1391/sigmod.2007.00391
scholar_00411,Truth Discovery via Social Networks,Ines Okonkwo; Eric Ferreira; Nadia Johansson; Peng White,IEEE Transactions on Knowledge and Data Engineering,2003,We study the problem of truth discovery via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1411/tkde.2003.00411
scholar_00470,A Generative Framework for Text Classification,Michael Brown; Tom Dubois; Alex Thompson,WSDM,2014,This work addresses the problem of a generative framework for text classification. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1470/wsdm.2014.00470
scholar_00054,Data Integration in the Wild,Wei Silva; David Nakamura; Ahmed Wilson,VLDBJ,2006,"In this paper, we propose data integration in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1054/vldbj.2006.00054
scholar_00216,Named Entity Recognition via Spatial Data,Chen Deng,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2000,This work addresses the problem of named entity recognition via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1216/kdd.2000.00216
scholar_00146,Robust Data Profiling for Heterogeneous Sources,Reza Yamamoto; Sven Chen; Pedro Thomas,JMLR,2002,"In this paper, we propose robust data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1146/jmlr.2002.00146
scholar_00371,Robust Truth Discovery for Social Networks,Ines Okonkwo; Eric Ferreira; Nadia Johansson; Peng White,CVPR,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1371/cvpr.2011.00371
scholar_00111,Dense Retrieval via Social Networks,Alice Kovacs; Eric Ferreira; Natasha Zhang; Peng White,TKDE,2015,We present a novel approach for dense retrieval via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1111/tkde.2015.00111
scholar_00341,Robust Self-Supervised Learning for Financial Transactions,Grace Jackson; Ahmed Wilson,IEEE/CVF Conf. Computer Vision and Pattern Recognition,2005,We study the problem of robust self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1341/cvpr.2005.00341
scholar_00223,Learning-Based LSH Hashing,Rachel Wang; Yuki Müller; Laura Garcia; Sven Chen,Conf. on Empirical Methods in Natural Language Processing,2007,"In this paper, we propose learning-based lsh hashing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1223/emnlp.2007.00223
scholar_00168,Multi-Source Active Learning at Scale,Carlos Tanaka,SIGIR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1168/sigir.2000.00168
scholar_00163,Learning-Based Relation Extraction,Sara Fischer; Yuki Müller; Sophie Cohen; Sven Chen,EMNLP,2019,This work addresses the problem of learning-based relation extraction. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1163/emnlp.2019.00163
scholar_00193,Learning-Based Differential Privacy,Nadia Johansson; Reza Yamamoto,Conf. on Empirical Methods in Natural Language Processing,2001,This work addresses the problem of learning-based differential privacy. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1193/emnlp.2001.00193
scholar_00377,Towards Hybrid Sentiment Analysis,Julia Hernandez; Marco Petrov,Int. Conf. on Information and Knowledge Management,2017,This work addresses the problem of towards hybrid sentiment analysis. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1377/cikm.2017.00377
scholar_00002,Towards Parallel Graph Neural Networks,Ahmed Wilson; Peng White; Yuki Müller,ICDE,2002,We study the problem of towards parallel graph neural networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1002/icde.2002.00002
scholar_00251,Robust Truth Discovery for Social Networks,Ines Okonkwo; Eric Ferreira; Nadia Johansson; Peng White,CVPR,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1251/cvpr.2011.00251
scholar_00382,Improving Data Augmentation with Parallle Models,Eric Ferreira; Peng White; Reza Yamamoto,ACM Transactions on Database Systems,2022,We introduce a new method for improving data augmentation with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1382/tods.2022.00382
scholar_00440,A Scalable Framework for Query Processing,James Smith,ACM Int. Conf. on Web Search and Data Mining,2008,This work addresses the problem of a scalable framework for query processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1440/wsdm.2008.00440
scholar_00329,Scalable Indexing Over Streaming Data,Sophie Cohen; Robert Rossi,KAIS,2017,This work addresses the problem of scalable indexing over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1329/kais.2017.00329
scholar_00486,Time Series Forecasting via Heterogeneous Sources,Yuki Müller; Sven Chen; Robert Rossi,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2006,"In this paper, we propose time series forecasting via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1486/kdd.2006.00486
scholar_00019,Anomaly Detection: Challenges and Opportunities,Fatima Patel; Pedro Thomas; Julia Hernandez; Jin Martinez,WWW,2019,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1019/www.2019.00019
scholar_00365,A Context-Aware Framework for Collaborative Filtering,Emma Kim; Alex Thompson,IEEE Int. Conf. on Data Mining,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1365/icdm.2005.00365
scholar_00143,Efficient LSH Hashing: A Survey,Rachel Wang; Yuki Müller; Laura Garcia; Sven Chen,ACM Transactions on Knowledge Discovery from Data,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1143/tkdd.2023.00143
scholar_00051,Truth Discovery via Social Networks,Ines Okonkwo; Eric Ferreira; Nadia Johansson; Peng White,IEEE Transactions on Knowledge and Data Engineering,2003,We study the problem of truth discovery via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1051/tkde.2003.00051
scholar_00336,Named Entity Recognition via Spatial Data,Chen Deng,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2000,This work addresses the problem of named entity recognition via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1336/kdd.2000.00336
scholar_00108,Multi-Source Record Linkage at Scale,David Nakamura,ACM SIGIR Conf. on Research and Development in IR,2013,This work addresses the problem of multi-source record linkage at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1108/sigir.2012.00108
scholar_00499,Anomaly Detection: Challenges and Opportunities,Fatima Patel; Pedro Thomas; Julia Hernandez; Jin Martinez,WWW,2020,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1499/www.2019.00499
scholar_00407,Towards Semi-Supervised Transfer Learning,Lisa Li; Wei Silva; Grace Jackson; David Nakamura,CIKM,2023,We introduce a new method for towards semi-supervised transfer learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1407/cikm.2023.00407
scholar_00047,Towards Semi-Supervised Transfer Learning,Lisa Li; Wei Silva; Grace Jackson; David Nakamura,CIKM,2023,We introduce a new method for towards semi-supervised transfer learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1047/cikm.2023.00047
scholar_00024,Data Fusion in the Wild,Kenji Johnson,VLDBJ,2001,This work addresses the problem of data fusion in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1024/vldbj.2000.00024
scholar_00345,Explainable AI: A Context-Aware Approach,Mei Nguyen; Alex Thompson,AAAI,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1345/aaai.2009.00345
scholar_00155,A Adaptive Framework for Weak Supervision,Priya Kumar; Michael Brown; Mei Nguyen; Tom Dubois,IEEE Int. Conf. on Data Mining,2011,"In this paper, we propose a adaptive framework for weak supervision. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1155/icdm.2011.00155
scholar_00106,Data Profiling for Heterogeneous Sources,Reza Yamamoto; Sven Chen; Pedro Thomas,IJCAI,2010,We introduce a new method for data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1106/ijcai.2010.00106
scholar_00491,Robust Truth Discovery for Social Networks,Ines Okonkwo; Eric Ferreira; Nadia Johansson; Peng White,CVPR,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1491/cvpr.2011.00491
scholar_00192,Matrix Factorisation: From Theory to Practice,Diego Taylor,Annual Meeting of the Association for Computational Linguistics,2000,This work addresses the problem of matrix factorisation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1192/acl.2000.00192
scholar_00136,aNmed Entity Recognition for Spatial Data,Chen Deng,Int. Joint Conf. on Artificial Intelligence,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1136/ijcai.2016.00136
scholar_00325,Collaborative Filtering with Context-Aware Constraints,Emma Kim; Alex Thompson,IS,2013,We introduce a new method for collaborative filtering with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1325/is.2013.00325
scholar_00479,Duplicate Detection Over Open Government Data,Alicia Sharma; Pedro Thomas; Olga O'Brien; Jin Martinez,KAIS,2023,We introduce a new method for duplicate detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1479/kais.2023.00479
scholar_00225,Explainable AI: A Context-Aware Approach,Mei Nguyen; Alex Thompson,AAAI,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1225/aaai.2009.00225
scholar_00289,Scalable Indexing: Challenges and Opportunities,Sophie Cohen; Robert Rossi,Int. World Wide Web Conference,2001,This work addresses the problem of scalable indexing: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1289/www.2001.00289
scholar_00095,A Adaptive Framework for Knowledge Graph Embedding,Elena Anderson; Michael Brown; Emma Kim; Tom Dubois,IEEE Int. Conf. on Data Mining,2023,We present a novel approach for a adaptive framework for knowledge graph embedding. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1095/icdm.2023.00095
scholar_00023,Efficient LSH Hashing: A Survey,Rachel Wang; Yuki Müller; Laura Garcia; Sven Chen,ACM Transactions on Knowledge Discovery from Data,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1023/tkdd.2023.00023
scholar_00048,Multi-Source Active Learning at Scale,Carlos Tanaka,SIGIR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1048/sigir.2000.00048
scholar_00261,Self-Supervised Learning via Financial Transactions,Grace Jackson; Ahmed Wilson,TKDE,2021,We present a novel approach for self-supervised learning via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1261/tkde.2021.00261
scholar_00039,Duplicate Detection in the Wild,Alicia Sharma; Pedro Thomas; Olga O'Brien; Jin Martinez,ICML,2015,We present a novel approach for duplicate detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1039/icml.2015.00039
scholar_00259,Anomaly Detection: Challenges and Opportunities,Fatima Patel; Pedro Thomas; Julia Hernandez; Jin Martinez,WWW,2019,We present a novel approach for anomaly detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1259/www.2019.00259
scholar_00450,Stream Processing: A Generative Approach,Alex Thompson; Tom Dubois; Michael Brown,Proc. VLDB Endowment,2018,We present a novel approach for stream processing: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1450/vldb.2018.00450
scholar_00288,Multi-Source Active Learning at Scale,Carlos Tanaka,SIGIR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1288/sigir.2000.00288
scholar_00011,Robust Truth Discovery for Social Networks,Ines Okonkwo; Eric Ferreira; Nadia Johansson; Peng White,CVPR,2011,We study the problem of robust truth discovery for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1011/cvpr.2011.00011
scholar_00185,A Context-Aware Framework for Explainable AI,Mei Nguyen; Alex Thompson,ICDM,2017,This work addresses the problem of a context-aware framework for explainable ai. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1185/icdm.2017.00185
scholar_00422,Towards Parallel Data Augmentation,Eric Ferreira; Peng White; Reza Yamamoto,ICDE,2014,"In this paper, we propose towards parallel data augmentation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1422/icde.2014.00422
scholar_00191,Robust Dense Retrieval for Social Networks,Alice Kovacs; Eric Ferreira; Natasha Zhang; Peng White,CVPR,2023,"In this paper, we propose robust dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1191/cvpr.2023.00191
scholar_00058,Learning-Based Approximate Nearest Neighbour,Robert Rossi; Jin Martinez; Wei Silva,Data Mining and Knowledge Discovery,2010,We present a novel approach for learning-based approximate nearest neighbour. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1058/dmkd.2010.00058
scholar_00275,A Adaptive Framework for Weak Supervision,Priya Kumar; Michael Brown; Mei Nguyen; Tom Dubois,IEEE Int. Conf. on Data Mining,2011,"In this paper, we propose a adaptive framework for weak supervision. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1275/icdm.2011.00275
scholar_00449,Scalable Indexing Over Streaming Data,Sophie Cohen; Robert Rossi,KAIS,2017,This work addresses the problem of scalable indexing over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1449/kais.2017.00449
scholar_00160,Query Processing with Scalable Constraints,James Smith,ICLR,2016,We study the problem of query processing with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1160/iclr.2016.00160
scholar_00303,Efficient LSH Hashing at Scale,Rachel Wang; Yuki Müller; Laura Garcia; Sven Chen,Int. Conf. on Extending Database Technology,2015,This work addresses the problem of efficient lsh hashing at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1303/edbt.2015.00303
scholar_00495,Knowledge Graph Embedding: A Adaptive Approach,Elena Anderson; Michael Brown; Emma Kim; Tom Dubois,AAAI Conf. on Artificial Intelligence,2015,"In this paper, we propose knowledge graph embedding: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1495/aaai.2015.00495
scholar_00314,Contrastive Learning Over IoT Sensor Data,Marco Petrov; David Nakamura; Eric Ferreira,North American Chapter of the ACL,2002,We study the problem of contrastive learning over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1314/naacl.2002.00314
scholar_00013,Learning-Based Data Wrangling,Natasha Zhang; Reza Yamamoto,Conf. on Empirical Methods in Natural Language Processing,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1013/emnlp.2013.00013
scholar_00103,Learning-Based LSH Hashing,Rachel Wang; Yuki Müller; Laura Garcia; Sven Chen,Conf. on Empirical Methods in Natural Language Processing,2007,"In this paper, we propose learning-based lsh hashing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1103/emnlp.2007.00103
scholar_00154,Contrastive Learning: Challenges and Opportunities,Marco Petrov; David Nakamura; Eric Ferreira,PODS,2010,This work addresses the problem of contrastive learning: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1154/pods.2010.00154
scholar_00447,Transfer Learning: From Theory to Practice,Lisa Li; Wei Silva; Grace Jackson; David Nakamura,AIJ,2015,"In this paper, we propose transfer learning: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1447/aij.2015.00447
scholar_00490,Stream Processing with Generative Constraints,Alex Thompson; Tom Dubois; Michael Brown,Int. Conf. on Learning Representations,2010,We present a novel approach for stream processing with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1490/iclr.2010.00490
scholar_00056,Robust Named Entity Recognition for Spatial Data,Chen Deng,Journal of Machine Learning Research,2007,We study the problem of robust named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1056/jmlr.2008.00056
scholar_00457,Improving Sentiment Analysis with Hybrid Models,Julia Hernandez; Marco Petrov,SDM,2001,We present a novel approach for improving sentiment analysis with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1457/sdm.2001.00457
scholar_00017,Towards Hybrid Sentiment Analysis,Julia Hernandez; Marco Petrov,Int. Conf. on Information and Knowledge Management,2017,This work addresses the problem of towards hybrid sentiment analysis. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1017/cikm.2017.00017
scholar_00362,Towards Parallel Graph Neural Networks,Ahmed Wilson; Peng White; Yuki Müller,ICDE,2002,We study the problem of towards parallel graph neural networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1362/icde.2002.00362
scholar_00060,Federated Learning: A Scalable Approach,Tom Dubois,Proc. VLDB Endowment,2013,"In this paper, we propose federated learning: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1060/vldb.2012.00060
scholar_00448,Learning-Based Active Learning,Carlos Tanaka,Data Mining and Knowledge Discovery,2016,"In this paper, we propose learning-based active learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1448/dmkd.2016.00448
scholar_00335,A Adaptive Framework for Knowledge Graph Embedding,Elena Anderson; Michael Brown; Emma Kim; Tom Dubois,IEEE Int. Conf. on Data Mining,2023,We present a novel approach for a adaptive framework for knowledge graph embedding. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1335/icdm.2023.00335
scholar_00396,Bloom Filters via Spatial Data,Jin Martinez,ACM SIGKDD Conf. on Knowledge Discovery and Data Mining,2012,We present a novel approach for bloom filters via spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1396/kdd.2012.00396
